Date time,Automatic Weather Station,Maximum Air Temperature Since Midnight(degree Celsius),Minimum Air Temperature Since Midnight(degree Celsius)
202301011330,Chek Lap Kok,16.4,13.4
202301011330,Cheung Chau,18.7,12.9
202301011330,Clear Water Bay,19.1,13.0
202301011330,Happy Valley,20.3,15.3
202301011330,HK Observatory,18.7,14.5
202301011330,HK Park,18.7,14.6
202301011330,Kai Tak Runway Park,20.2,14.6
202301011330,Kau Sai Chau,18.9,12.2
202301011330,King's Park,19.4,13.7
202301011330,Kowloon City,19.3,13.2
202301011330,Kwun Tong,19.4,13.3
202301011330,Lau Fau Shan,16.4,11.6
202301011330,Ngong Ping,13.2 /
202301011330,Pak Tam Chung,17.9,10.8
202301011330,Peng Chau,17.7,13.2
202301011330,Sai Kung,17.4,13.0
202301011330,Sha Tin,18.4,13.3
202301011330,Sham Shui Po,21.0,13.7
202301011330,Shau Kei Wan,19.5,13.9
202301011330,Shek Kong,17.0,11.2
202301011330,Sheung Shui,17.0,12.0
202301011330,Stanley,19.3,14.5
202301011330,Ta Kwu Ling,16.6 /
202301011330,Tai Lung,16.7,10.3
202301011330,Tai Mei Tuk,18.6,12.5
202301011330,Tai Mo Shan,13.2 /
202301011330,Tai Po,16.6,12.0
202301011330,Tate's Cairn,14.7 /
202301011330,The Peak,16.2,11.4
202301011330,Tseung Kwan O,19.8,13.4
202301011330,Tsing Yi,20.0,14.5
202301011330,Tsuen Wan Ho Koon,16.8,11.7
202301011330,Tsuen Wan Shing Mun Valley,19.9,11.6
202301011330,Tuen Mun,16.9,13.0
202301011330,Waglan Island,18.6,13.9
202301011330,Wetland Park,18.1,11.8
202301011330,Wong Chuk Hang,20.1,14.9
202301011330,Wong Tai Sin,19.5,13.9
202301011330,Yuen Long Park,17.0,11.9
