Date time,Automatic Weather Station,Maximum Air Temperature Since Midnight(degree Celsius),Minimum Air Temperature Since Midnight(degree Celsius)
202301011350,Chek Lap Kok,16.9,13.4
202301011350,Cheung Chau,19.4,12.9
202301011350,Clear Water Bay,19.1,13.0
202301011350,Happy Valley,20.4,15.3
202301011350,HK Observatory,18.7,14.5
202301011350,HK Park,19.0,14.6
202301011350,Kai Tak Runway Park,20.2,14.6
202301011350,Kau Sai Chau,19.0,12.2
202301011350,King's Park,19.5,13.7
202301011350,Kowloon City,19.6,13.2
202301011350,Kwun Tong,19.8,13.3
202301011350,Lau Fau Shan,16.8,11.6
202301011350,Ngong Ping,13.2 /
202301011350,Pak Tam Chung,18.2,10.8
202301011350,Peng Chau,17.7,13.2
202301011350,Sai Kung,17.8,13.0
202301011350,Sha Tin,18.7,13.3
202301011350,Sham Shui Po,21.0,13.7
202301011350,Shau Kei Wan,19.5,13.9
202301011350,Shek Kong,17.6,11.2
202301011350,Sheung Shui,17.0,12.0
202301011350,Stanley,19.3,14.5
202301011350,Ta Kwu Ling,16.6 /
202301011350,Tai Lung,17.1,10.3
202301011350,Tai Mei Tuk,19.0,12.5
202301011350,Tai Mo Shan,14.6 /
202301011350,Tai Po,16.9,12.0
202301011350,Tate's Cairn,15.2 /
202301011350,The Peak,17.0,11.4
202301011350,Tseung Kwan O,19.9,13.4
202301011350,Tsing Yi,20.0,14.5
202301011350,Tsuen Wan Ho Koon,17.7,11.7
202301011350,Tsuen Wan Shing Mun Valley,21.0,11.6
202301011350,Tuen Mun,17.0,13.0
202301011350,Waglan Island,18.6,13.9
202301011350,Wetland Park,18.4,11.8
202301011350,Wong Chuk Hang,20.2,14.9
202301011350,Wong Tai Sin,20.1,13.9
202301011350,Yuen Long Park,17.1,11.9
