Date time,Automatic Weather Station,Maximum Air Temperature Since Midnight(degree Celsius),Minimum Air Temperature Since Midnight(degree Celsius)
202301011030,Chek Lap Kok,16.1,13.4
202301011030,Cheung Chau,15.7,12.9
202301011030,Clear Water Bay,15.7,13.0
202301011030,Happy Valley,18.5,15.3
202301011030,HK Observatory,17.1,14.5
202301011030,HK Park,16.7,14.6
202301011030,Kai Tak Runway Park,17.5,14.6
202301011030,Kau Sai Chau,16.0,12.2
202301011030,King's Park,17.0,13.7
202301011030,Kowloon City,16.6,13.2
202301011030,Kwun Tong,16.9,13.3
202301011030,Lau Fau Shan,14.4,11.6
202301011030,Ngong Ping,12.0 /
202301011030,Pak Tam Chung,15.3,10.8
202301011030,Peng Chau,15.7,13.2
202301011030,Sai Kung,15.6,13.0
202301011030,Sha Tin,15.5,13.3
202301011030,Sham Shui Po,16.2,13.7
202301011030,Shau Kei Wan,17.6,13.9
202301011030,Shek Kong,14.8,11.2
202301011030,Sheung Shui,15.2,12.0
202301011030,Stanley,17.5,14.5
202301011030,Ta Kwu Ling,15.0 /
202301011030,Tai Lung,15.5,10.3
202301011030,Tai Mei Tuk,16.5,12.5
202301011030,Tai Mo Shan,12.3 /
202301011030,Tai Po,15.2,12.0
202301011030,Tate's Cairn,13.2 /
202301011030,The Peak,14.3,11.4
202301011030,Tseung Kwan O,18.0,13.4
202301011030,Tsing Yi,17.3,14.5
202301011030,Tsuen Wan Ho Koon,14.2,11.7
202301011030,Tsuen Wan Shing Mun Valley,16.7,11.6
202301011030,Tuen Mun,14.7,13.0
202301011030,Waglan Island,16.2,13.9
202301011030,Wetland Park,15.7,11.8
202301011030,Wong Chuk Hang,18.0,14.9
202301011030,Wong Tai Sin,17.2,13.9
202301011030,Yuen Long Park,14.7,11.9
