Date time,Automatic Weather Station,Maximum Air Temperature Since Midnight(degree Celsius),Minimum Air Temperature Since Midnight(degree Celsius)
202301011500,Chek Lap Kok,17.7,13.4
202301011500,Cheung Chau,19.6,12.9
202301011500,Clear Water Bay,19.1,13.0
202301011500,Happy Valley,20.8,15.3
202301011500,HK Observatory,18.7,14.5
202301011500,HK Park,19.0,14.6
202301011500,Kai Tak Runway Park,20.2,14.6
202301011500,Kau Sai Chau,19.4,12.2
202301011500,King's Park,19.5,13.7
202301011500,Kowloon City,19.6,13.2
202301011500,Kwun Tong,19.8,13.3
202301011500,Lau Fau Shan,17.1,11.6
202301011500,Ngong Ping,13.7 /
202301011500,Pak Tam Chung,18.5,10.8
202301011500,Peng Chau,17.7,13.2
202301011500,Sai Kung,18.1,13.0
202301011500,Sha Tin,19.0,13.3
202301011500,Sham Shui Po,21.0,13.7
202301011500,Shau Kei Wan,19.5,13.9
202301011500,Shek Kong,17.6,11.2
202301011500,Sheung Shui,17.9,12.0
202301011500,Stanley,19.5,14.5
202301011500,Ta Kwu Ling,17.6 /
202301011500,Tai Lung,17.8,10.3
202301011500,Tai Mei Tuk,19.7,12.5
202301011500,Tai Mo Shan,14.6 /
202301011500,Tai Po,17.8,12.0
202301011500,Tate's Cairn,15.2 /
202301011500,The Peak,17.1,11.4
202301011500,Tseung Kwan O,19.9,13.4
202301011500,Tsing Yi,20.9,14.5
202301011500,Tsuen Wan Ho Koon,17.7,11.7
202301011500,Tsuen Wan Shing Mun Valley,21.6,11.6
202301011500,Tuen Mun,17.7,13.0
202301011500,Waglan Island,19.0,13.9
202301011500,Wetland Park,19.0,11.8
202301011500,Wong Chuk Hang,20.7,14.9
202301011500,Wong Tai Sin,20.2,13.9
202301011500,Yuen Long Park,18.4,11.9
