Date time,Automatic Weather Station,Maximum Air Temperature Since Midnight(degree Celsius),Minimum Air Temperature Since Midnight(degree Celsius)
202301011020,Chek Lap Kok,16.1,13.4
202301011020,Cheung Chau,15.4,12.9
202301011020,Clear Water Bay,15.7,13.0
202301011020,Happy Valley,18.3,15.3
202301011020,HK Observatory,17.0,14.5
202301011020,HK Park,16.5,14.6
202301011020,Kai Tak Runway Park,17.3,14.6
202301011020,Kau Sai Chau,15.4,12.2
202301011020,King's Park,16.9,13.7
202301011020,Kowloon City,16.3,13.2
202301011020,Kwun Tong,16.7,13.3
202301011020,Lau Fau Shan,14.4,11.6
202301011020,Ngong Ping,11.7 /
202301011020,Pak Tam Chung,15.1,10.8
202301011020,Peng Chau,15.7,13.2
202301011020,Sai Kung,15.4,13.0
202301011020,Sha Tin,15.4,13.3
202301011020,Sham Shui Po,16.2,13.7
202301011020,Shau Kei Wan,17.4,13.9
202301011020,Shek Kong,14.8,11.2
202301011020,Sheung Shui,15.2,12.0
202301011020,Stanley,17.4,14.5
202301011020,Ta Kwu Ling,14.5 /
202301011020,Tai Lung,15.5,10.3
202301011020,Tai Mei Tuk,15.8,12.5
202301011020,Tai Mo Shan,12.3 /
202301011020,Tai Po,14.9,12.0
202301011020,Tate's Cairn,12.6 /
202301011020,The Peak,14.0,11.4
202301011020,Tseung Kwan O,17.2,13.4
202301011020,Tsing Yi,17.3,14.5
202301011020,Tsuen Wan Ho Koon,14.2,11.7
202301011020,Tsuen Wan Shing Mun Valley,16.7,11.6
202301011020,Tuen Mun,14.7,13.0
202301011020,Waglan Island,16.1,13.9
202301011020,Wetland Park,15.4,11.8
202301011020,Wong Chuk Hang,17.5,14.9
202301011020,Wong Tai Sin,16.9,13.9
202301011020,Yuen Long Park,14.4,11.9
