Date time,Automatic Weather Station,Maximum Air Temperature Since Midnight(degree Celsius),Minimum Air Temperature Since Midnight(degree Celsius)
202301010320,Chek Lap Kok,16.1,14.5
202301010320,Cheung Chau,14.5,13.4
202301010320,Clear Water Bay,15.5,13.9
202301010320,Happy Valley,16.7,15.6
202301010320,HK Observatory,16.3,15.2
202301010320,HK Park,16.0,15.1
202301010320,Kai Tak Runway Park,16.5,15.2
202301010320,Kau Sai Chau,14.1,12.8
202301010320,King's Park,15.6,14.4
202301010320,Kowloon City,15.0,13.8
202301010320,Kwun Tong,15.8,13.4
202301010320,Lau Fau Shan,13.5,12.6
202301010320,Ngong Ping,10.4 /
202301010320,Pak Tam Chung,13.0,10.8
202301010320,Peng Chau,15.3,13.9
202301010320,Sai Kung,15.3,13.7
202301010320,Sha Tin,15.4,13.8
202301010320,Sham Shui Po,15.4,14.3
202301010320,Shau Kei Wan,15.6,14.2
202301010320,Shek Kong,12.5,11.2
202301010320,Sheung Shui,13.2,12.1
202301010320,Stanley,16.3,14.8
202301010320,Ta Kwu Ling,9.9 /
202301010320,Tai Lung,11.6,10.3
202301010320,Tai Mei Tuk,14.5,12.9
202301010320,Tai Mo Shan,8.5 /
202301010320,Tai Po,14.0,12.7
202301010320,Tate's Cairn,11.5 /
202301010320,The Peak,13.0,11.8
202301010320,Tseung Kwan O,15.2,13.5
202301010320,Tsing Yi,16.4,14.6
202301010320,Tsuen Wan Ho Koon,13.8,12.1
202301010320,Tsuen Wan Shing Mun Valley,14.5,11.6
202301010320,Tuen Mun,14.7,13.6
202301010320,Waglan Island,15.8,14.4
202301010320,Wetland Park,12.8,11.8
202301010320,Wong Chuk Hang,16.2,15.0
202301010320,Wong Tai Sin,15.6,14.6
202301010320,Yuen Long Park,13.5,12.1
