Date time,Automatic Weather Station,Maximum Air Temperature Since Midnight(degree Celsius),Minimum Air Temperature Since Midnight(degree Celsius)
202301010140,Chek Lap Kok,16.1,15.2
202301010140,Cheung Chau,14.5,13.7
202301010140,Clear Water Bay,15.5,14.4
202301010140,Happy Valley,16.7,16.3
202301010140,HK Observatory,16.3,15.7
202301010140,HK Park,16.0,15.7
202301010140,Kai Tak Runway Park,16.5,15.8
202301010140,Kau Sai Chau,14.1,13.3
202301010140,King's Park,15.6,14.8
202301010140,Kowloon City,15.0,14.2
202301010140,Kwun Tong,15.8,14.4
202301010140,Lau Fau Shan,13.5,12.9
202301010140,Ngong Ping,10.4 /
202301010140,Pak Tam Chung,13.0,11.7
202301010140,Peng Chau,15.3,14.6
202301010140,Sai Kung,15.3,14.5
202301010140,Sha Tin,15.4,14.8
202301010140,Sham Shui Po,15.4,14.8
202301010140,Shau Kei Wan,15.6,14.4
202301010140,Shek Kong,11.8,11.2
202301010140,Sheung Shui,13.0,12.1
202301010140,Stanley,16.3,15.3
202301010140,Ta Kwu Ling,9.9 /
202301010140,Tai Lung,10.8,10.4
202301010140,Tai Mei Tuk,14.5,13.6
202301010140,Tai Mo Shan,8.4 /
202301010140,Tai Po,14.0,13.2
202301010140,Tate's Cairn,11.5 /
202301010140,The Peak,13.0,12.5
202301010140,Tseung Kwan O,15.2,14.1
202301010140,Tsing Yi,16.4,15.9
202301010140,Tsuen Wan Ho Koon,13.8,12.8
202301010140,Tsuen Wan Shing Mun Valley,14.5,12.6
202301010140,Tuen Mun,14.7,14.0
202301010140,Waglan Island,15.8,15.3
202301010140,Wetland Park,12.8,11.8
202301010140,Wong Chuk Hang,16.2,15.2
202301010140,Wong Tai Sin,15.6,15.0
202301010140,Yuen Long Park,13.5,12.3
