Date time,Automatic Weather Station,Maximum Air Temperature Since Midnight(degree Celsius),Minimum Air Temperature Since Midnight(degree Celsius)
202301010950,Chek Lap Kok,16.1,13.4
202301010950,Cheung Chau,15.3,12.9
202301010950,Clear Water Bay,15.5,13.0
202301010950,Happy Valley,17.7,15.3
202301010950,HK Observatory,16.5,14.5
202301010950,HK Park,16.1,14.6
202301010950,Kai Tak Runway Park,16.6,14.6
202301010950,Kau Sai Chau,15.0,12.2
202301010950,King's Park,16.3,13.7
202301010950,Kowloon City,15.9,13.2
202301010950,Kwun Tong,16.4,13.3
202301010950,Lau Fau Shan,14.1,11.6
202301010950,Ngong Ping,10.4 /
202301010950,Pak Tam Chung,14.2,10.8
202301010950,Peng Chau,15.3,13.2
202301010950,Sai Kung,15.3,13.0
202301010950,Sha Tin,15.4,13.3
202301010950,Sham Shui Po,16.0,13.7
202301010950,Shau Kei Wan,16.6,13.9
202301010950,Shek Kong,14.4,11.2
202301010950,Sheung Shui,14.1,12.0
202301010950,Stanley,17.1,14.5
202301010950,Ta Kwu Ling,14.3 /
202301010950,Tai Lung,14.4,10.3
202301010950,Tai Mei Tuk,15.0,12.5
202301010950,Tai Mo Shan,12.3 /
202301010950,Tai Po,14.0,12.0
202301010950,Tate's Cairn,12.3 /
202301010950,The Peak,13.5,11.4
202301010950,Tseung Kwan O,16.2,13.4
202301010950,Tsing Yi,17.0,14.5
202301010950,Tsuen Wan Ho Koon,13.9,11.7
202301010950,Tsuen Wan Shing Mun Valley,16.0,11.6
202301010950,Tuen Mun,14.7,13.0
202301010950,Waglan Island,15.8,13.9
202301010950,Wetland Park,14.9,11.8
202301010950,Wong Chuk Hang,17.2,14.9
202301010950,Wong Tai Sin,16.3,13.9
202301010950,Yuen Long Park,13.9,11.9
