Date time,Automatic Weather Station,Maximum Air Temperature Since Midnight(degree Celsius),Minimum Air Temperature Since Midnight(degree Celsius)
202301050850,Chek Lap Kok,18.8,16.6
202301050850,Cheung Chau,16.9,15.7
202301050850,Clear Water Bay,17.1,15.2
202301050850,Happy Valley,18.3,17.1
202301050850,HK Observatory,17.6,16.8
202301050850,HK Park,17.3,16.5
202301050850,Kai Tak Runway Park,17.9,16.6
202301050850,Kau Sai Chau,16.8,14.8
202301050850,King's Park,17.5,16.2
202301050850,Kowloon City,17.1,15.8
202301050850,Kwun Tong,16.5,15.2
202301050850,Lau Fau Shan,17.2,15.6
202301050850,Ngong Ping,12.7,11.9
202301050850,Pak Tam Chung,16.6,13.7
202301050850,Peng Chau,17.6,16.7
202301050850,Sai Kung,17.2,16.2
202301050850,Sha Tin,17.3,16.7
202301050850,Sham Shui Po,17.5,16.5
202301050850,Shau Kei Wan,17.4,15.7
202301050850,Shek Kong,17.1,16.1
202301050850,Sheung Shui,17.1,16.4
202301050850,Stanley,17.3,15.9
202301050850,Ta Kwu Ling,16.5,15.4
202301050850,Tai Lung,17.3,15.4
202301050850,Tai Mei Tuk,16.9,15.9
202301050850,Tai Mo Shan,10.8 /
202301050850,Tai Po,17.3,16.2
202301050850,Tate's Cairn,12.5,11.7
202301050850,The Peak,14.4,13.0
202301050850,Tseung Kwan O,17.4,15.2
202301050850,Tsing Yi,18.3,17.1
202301050850,Tsuen Wan Ho Koon,15.9,15.0
202301050850,Tsuen Wan Shing Mun Valley,17.2,16.0
202301050850,Tuen Mun,17.4,16.3
202301050850,Waglan Island,17.3,15.8
202301050850,Wetland Park,17.7,16.0
202301050850,Wong Chuk Hang,17.8,16.8
202301050850,Wong Tai Sin,18.0,16.5
202301050850,Yuen Long Park,17.1,15.6
