Date time,Automatic Weather Station,Maximum Air Temperature Since Midnight(degree Celsius),Minimum Air Temperature Since Midnight(degree Celsius)
202301020020,Chek Lap Kok,17.6,17.4
202301020020,Cheung Chau,16.1,16.0
202301020020,Clear Water Bay,16.1,15.9
202301020020,Happy Valley,18.2,18.1
202301020020,HK Observatory,17.8,17.7
202301020020,HK Park,17.2,17.0
202301020020,Kai Tak Runway Park,17.8,17.6
202301020020,Kau Sai Chau,15.2,15.1
202301020020,King's Park,17.1,16.8
202301020020,Kowloon City,N/A /
202301020020,Kwun Tong,16.6,16.3
202301020020,Lau Fau Shan,15.9,15.8
202301020020,Ngong Ping,13.1,13.0
202301020020,Pak Tam Chung,14.4,14.2
202301020020,Peng Chau,16.8,16.8
202301020020,Sai Kung,16.6,16.2
202301020020,Sha Tin,16.3,16.2
202301020020,Sham Shui Po,16.7,16.7
202301020020,Shau Kei Wan,16.5,16.4
202301020020,Shek Kong,15.5,15.3
202301020020,Sheung Shui,15.7,15.7
202301020020,Stanley,17.0,16.8
202301020020,Ta Kwu Ling,14.6,14.4
202301020020,Tai Lung,14.8,14.6
202301020020,Tai Mei Tuk,15.4,15.3
202301020020,Tai Mo Shan,10.9,10.6
202301020020,Tai Po,14.9,14.8
202301020020,Tate's Cairn,12.7,12.5
202301020020,The Peak,14.5,14.3
202301020020,Tseung Kwan O,16.4,16.3
202301020020,Tsing Yi,18.2,18.0
202301020020,Tsuen Wan Ho Koon,15.5,15.4
202301020020,Tsuen Wan Shing Mun Valley,17.4,16.8
202301020020,Tuen Mun,16.8,16.7
202301020020,Waglan Island,16.4,16.2
202301020020,Wetland Park,16.1,15.9
202301020020,Wong Chuk Hang,18.1,18.0
202301020020,Wong Tai Sin,17.0,16.9
202301020020,Yuen Long Park,16.1,15.9
