Date time,Automatic Weather Station,Maximum Air Temperature Since Midnight(degree Celsius),Minimum Air Temperature Since Midnight(degree Celsius)
202301011210,Chek Lap Kok,16.1,13.4
202301011210,Cheung Chau,17.3,12.9
202301011210,Clear Water Bay,17.6,13.0
202301011210,Happy Valley,19.6,15.3
202301011210,HK Observatory,18.6,14.5
202301011210,HK Park,18.0,14.6
202301011210,Kai Tak Runway Park,19.2,14.6
202301011210,Kau Sai Chau,17.9,12.2
202301011210,King's Park,18.1,13.7
202301011210,Kowloon City,17.9,13.2
202301011210,Kwun Tong,17.9,13.3
202301011210,Lau Fau Shan,15.8,11.6
202301011210,Ngong Ping,12.0 /
202301011210,Pak Tam Chung,17.0,10.8
202301011210,Peng Chau,16.8,13.2
202301011210,Sai Kung,16.9,13.0
202301011210,Sha Tin,17.0,13.3
202301011210,Sham Shui Po,18.8,13.7
202301011210,Shau Kei Wan,18.5,13.9
202301011210,Shek Kong,16.9,11.2
202301011210,Sheung Shui,16.9,12.0
202301011210,Stanley,18.3,14.5
202301011210,Ta Kwu Ling,16.0 /
202301011210,Tai Lung,16.6,10.3
202301011210,Tai Mei Tuk,18.3,12.5
202301011210,Tai Mo Shan,13.2 /
202301011210,Tai Po,16.2,12.0
202301011210,Tate's Cairn,14.1 /
202301011210,The Peak,15.0,11.4
202301011210,Tseung Kwan O,18.9,13.4
202301011210,Tsing Yi,19.1,14.5
202301011210,Tsuen Wan Ho Koon,16.4,11.7
202301011210,Tsuen Wan Shing Mun Valley,18.8,11.6
202301011210,Tuen Mun,15.8,13.0
202301011210,Waglan Island,17.8,13.9
202301011210,Wetland Park,17.5,11.8
202301011210,Wong Chuk Hang,19.2,14.9
202301011210,Wong Tai Sin,18.7,13.9
202301011210,Yuen Long Park,16.5,11.9
