Date time,Automatic Weather Station,Maximum Air Temperature Since Midnight(degree Celsius),Minimum Air Temperature Since Midnight(degree Celsius)
202301030120,Chek Lap Kok,18.4,17.6
202301030120,Cheung Chau,15.9,15.7
202301030120,Clear Water Bay,16.3,14.8
202301030120,Happy Valley,18.0,17.7
202301030120,HK Observatory,17.8,17.4
202301030120,HK Park,17.4,17.2
202301030120,Kai Tak Runway Park,17.7,17.4
202301030120,Kau Sai Chau,15.7,15.6
202301030120,King's Park,17.1,16.8
202301030120,Kowloon City,N/A /
202301030120,Kwun Tong,16.3,16.0
202301030120,Lau Fau Shan,16.7,16.1
202301030120,Ngong Ping,12.1,11.7
202301030120,Pak Tam Chung,15.4,15.1
202301030120,Peng Chau,16.9,16.7
202301030120,Sai Kung,16.6,16.5
202301030120,Sha Tin,16.9,16.6
202301030120,Sham Shui Po,17.2,16.8
202301030120,Shau Kei Wan,16.5,16.3
202301030120,Shek Kong,16.6,16.2
202301030120,Sheung Shui,16.6,16.1
202301030120,Stanley,17.0,16.8
202301030120,Ta Kwu Ling,15.8,15.3
202301030120,Tai Lung,16.3,15.8
202301030120,Tai Mei Tuk,16.2,15.7
202301030120,Tai Mo Shan,10.6 /
202301030120,Tai Po,16.2,15.7
202301030120,Tate's Cairn,12.0,11.8
202301030120,The Peak,14.3,14.1
202301030120,Tseung Kwan O,16.3,16.0
202301030120,Tsing Yi,18.0,17.4
202301030120,Tsuen Wan Ho Koon,15.5,15.3
202301030120,Tsuen Wan Shing Mun Valley,16.0,14.7
202301030120,Tuen Mun,17.4,17.0
202301030120,Waglan Island,16.6,16.3
202301030120,Wetland Park,16.9,16.6
202301030120,Wong Chuk Hang,17.5,17.1
202301030120,Wong Tai Sin,17.2,17.1
202301030120,Yuen Long Park,16.8,16.3
