Date time,Automatic Weather Station,Maximum Air Temperature Since Midnight(degree Celsius),Minimum Air Temperature Since Midnight(degree Celsius)
202301030430,Chek Lap Kok,18.4,16.2
202301030430,Cheung Chau,15.9,15.1
202301030430,Clear Water Bay,16.3,14.1
202301030430,Happy Valley,18.0,17.1
202301030430,HK Observatory,17.8,16.7
202301030430,HK Park,17.4,16.7
202301030430,Kai Tak Runway Park,17.7,16.6
202301030430,Kau Sai Chau,15.7,14.8
202301030430,King's Park,17.1,15.9
202301030430,Kowloon City,N/A /
202301030430,Kwun Tong,16.3,15.3
202301030430,Lau Fau Shan,16.7,15.2
202301030430,Ngong Ping,12.1,10.5
202301030430,Pak Tam Chung,15.4,14.5
202301030430,Peng Chau,16.9,15.9
202301030430,Sai Kung,16.6,15.5
202301030430,Sha Tin,16.9,15.6
202301030430,Sham Shui Po,17.2,16.2
202301030430,Shau Kei Wan,16.5,16.1
202301030430,Shek Kong,16.6,15.3
202301030430,Sheung Shui,16.6,15.3
202301030430,Stanley,17.0,16.6
202301030430,Ta Kwu Ling,15.8,14.8
202301030430,Tai Lung,16.3,15.3
202301030430,Tai Mei Tuk,16.2,15.1
202301030430,Tai Mo Shan,10.6 /
202301030430,Tai Po,16.2,15.4
202301030430,Tate's Cairn,12.0,10.4
202301030430,The Peak,14.3,13.3
202301030430,Tseung Kwan O,16.4,15.9
202301030430,Tsing Yi,18.0,16.7
202301030430,Tsuen Wan Ho Koon,15.5,14.1
202301030430,Tsuen Wan Shing Mun Valley,16.0,14.7
202301030430,Tuen Mun,17.4,15.8
202301030430,Waglan Island,16.6,15.6
202301030430,Wetland Park,16.9,15.7
202301030430,Wong Chuk Hang,17.6,16.9
202301030430,Wong Tai Sin,17.2,15.9
202301030430,Yuen Long Park,16.8,15.5
