Date time,Automatic Weather Station,Maximum Air Temperature Since Midnight(degree Celsius),Minimum Air Temperature Since Midnight(degree Celsius)
202301011200,Chek Lap Kok,16.1,13.4
202301011200,Cheung Chau,16.7,12.9
202301011200,Clear Water Bay,17.6,13.0
202301011200,Happy Valley,19.6,15.3
202301011200,HK Observatory,18.6,14.5
202301011200,HK Park,18.0,14.6
202301011200,Kai Tak Runway Park,19.2,14.6
202301011200,Kau Sai Chau,17.9,12.2
202301011200,King's Park,18.1,13.7
202301011200,Kowloon City,17.9,13.2
202301011200,Kwun Tong,17.6,13.3
202301011200,Lau Fau Shan,15.8,11.6
202301011200,Ngong Ping,12.0 /
202301011200,Pak Tam Chung,17.0,10.8
202301011200,Peng Chau,16.8,13.2
202301011200,Sai Kung,16.9,13.0
202301011200,Sha Tin,16.9,13.3
202301011200,Sham Shui Po,18.5,13.7
202301011200,Shau Kei Wan,18.5,13.9
202301011200,Shek Kong,16.8,11.2
202301011200,Sheung Shui,16.6,12.0
202301011200,Stanley,18.3,14.5
202301011200,Ta Kwu Ling,16.0 /
202301011200,Tai Lung,16.6,10.3
202301011200,Tai Mei Tuk,18.2,12.5
202301011200,Tai Mo Shan,13.1 /
202301011200,Tai Po,16.2,12.0
202301011200,Tate's Cairn,14.1 /
202301011200,The Peak,15.0,11.4
202301011200,Tseung Kwan O,18.9,13.4
202301011200,Tsing Yi,19.1,14.5
202301011200,Tsuen Wan Ho Koon,16.4,11.7
202301011200,Tsuen Wan Shing Mun Valley,18.8,11.6
202301011200,Tuen Mun,15.7,13.0
202301011200,Waglan Island,17.7,13.9
202301011200,Wetland Park,17.5,11.8
202301011200,Wong Chuk Hang,19.2,14.9
202301011200,Wong Tai Sin,18.7,13.9
202301011200,Yuen Long Park,16.2,11.9
