Date time,Automatic Weather Station,Maximum Air Temperature Since Midnight(degree Celsius),Minimum Air Temperature Since Midnight(degree Celsius)
202301011420,Chek Lap Kok,17.3,13.4
202301011420,Cheung Chau,19.6,12.9
202301011420,Clear Water Bay,19.1,13.0
202301011420,Happy Valley,20.6,15.3
202301011420,HK Observatory,18.7,14.5
202301011420,HK Park,19.0,14.6
202301011420,Kai Tak Runway Park,20.2,14.6
202301011420,Kau Sai Chau,19.3,12.2
202301011420,King's Park,19.5,13.7
202301011420,Kowloon City,19.6,13.2
202301011420,Kwun Tong,19.8,13.3
202301011420,Lau Fau Shan,16.8,11.6
202301011420,Ngong Ping,13.2 /
202301011420,Pak Tam Chung,18.5,10.8
202301011420,Peng Chau,17.7,13.2
202301011420,Sai Kung,18.0,13.0
202301011420,Sha Tin,19.0,13.3
202301011420,Sham Shui Po,21.0,13.7
202301011420,Shau Kei Wan,19.5,13.9
202301011420,Shek Kong,17.6,11.2
202301011420,Sheung Shui,17.2,12.0
202301011420,Stanley,19.5,14.5
202301011420,Ta Kwu Ling,17.1 /
202301011420,Tai Lung,17.5,10.3
202301011420,Tai Mei Tuk,19.6,12.5
202301011420,Tai Mo Shan,14.6 /
202301011420,Tai Po,17.4,12.0
202301011420,Tate's Cairn,15.2 /
202301011420,The Peak,17.1,11.4
202301011420,Tseung Kwan O,19.9,13.4
202301011420,Tsing Yi,20.6,14.5
202301011420,Tsuen Wan Ho Koon,17.7,11.7
202301011420,Tsuen Wan Shing Mun Valley,21.6,11.6
202301011420,Tuen Mun,17.6,13.0
202301011420,Waglan Island,19.0,13.9
202301011420,Wetland Park,18.5,11.8
202301011420,Wong Chuk Hang,20.7,14.9
202301011420,Wong Tai Sin,20.1,13.9
202301011420,Yuen Long Park,17.5,11.9
