Date time,Automatic Weather Station,Maximum Air Temperature Since Midnight(degree Celsius),Minimum Air Temperature Since Midnight(degree Celsius)
202301011140,Chek Lap Kok,16.1,13.4
202301011140,Cheung Chau,16.7,12.9
202301011140,Clear Water Bay,17.5,13.0
202301011140,Happy Valley,19.6,15.3
202301011140,HK Observatory,18.6,14.5
202301011140,HK Park,18.0,14.6
202301011140,Kai Tak Runway Park,19.2,14.6
202301011140,Kau Sai Chau,17.8,12.2
202301011140,King's Park,18.0,13.7
202301011140,Kowloon City,17.8,13.2
202301011140,Kwun Tong,17.6,13.3
202301011140,Lau Fau Shan,15.4,11.6
202301011140,Ngong Ping,12.0 /
202301011140,Pak Tam Chung,17.0,10.8
202301011140,Peng Chau,16.8,13.2
202301011140,Sai Kung,16.6,13.0
202301011140,Sha Tin,16.5,13.3
202301011140,Sham Shui Po,18.5,13.7
202301011140,Shau Kei Wan,18.5,13.9
202301011140,Shek Kong,16.4,11.2
202301011140,Sheung Shui,16.4,12.0
202301011140,Stanley,18.3,14.5
202301011140,Ta Kwu Ling,15.9 /
202301011140,Tai Lung,16.0,10.3
202301011140,Tai Mei Tuk,18.2,12.5
202301011140,Tai Mo Shan,12.6 /
202301011140,Tai Po,15.9,12.0
202301011140,Tate's Cairn,13.9 /
202301011140,The Peak,15.0,11.4
202301011140,Tseung Kwan O,18.9,13.4
202301011140,Tsing Yi,19.1,14.5
202301011140,Tsuen Wan Ho Koon,16.0,11.7
202301011140,Tsuen Wan Shing Mun Valley,18.4,11.6
202301011140,Tuen Mun,15.7,13.0
202301011140,Waglan Island,17.6,13.9
202301011140,Wetland Park,17.2,11.8
202301011140,Wong Chuk Hang,19.2,14.9
202301011140,Wong Tai Sin,18.6,13.9
202301011140,Yuen Long Park,15.9,11.9
