Date time,Automatic Weather Station,Maximum Air Temperature Since Midnight(degree Celsius),Minimum Air Temperature Since Midnight(degree Celsius)
202301010120,Chek Lap Kok,16.1,15.5
202301010120,Cheung Chau,14.5,14.1
202301010120,Clear Water Bay,15.5,14.5
202301010120,Happy Valley,16.7,16.3
202301010120,HK Observatory,16.3,15.9
202301010120,HK Park,16.0,15.7
202301010120,Kai Tak Runway Park,16.5,16.0
202301010120,Kau Sai Chau,14.1,13.6
202301010120,King's Park,15.6,15.2
202301010120,Kowloon City,15.0,14.4
202301010120,Kwun Tong,15.8,14.6
202301010120,Lau Fau Shan,13.5,12.9
202301010120,Ngong Ping,10.4 /
202301010120,Pak Tam Chung,13.0,11.8
202301010120,Peng Chau,15.3,15.0
202301010120,Sai Kung,15.3,14.7
202301010120,Sha Tin,15.4,15.0
202301010120,Sham Shui Po,15.4,15.0
202301010120,Shau Kei Wan,15.6,14.8
202301010120,Shek Kong,11.8,11.2
202301010120,Sheung Shui,12.7,12.1
202301010120,Stanley,16.3,15.6
202301010120,Ta Kwu Ling,9.9 /
202301010120,Tai Lung,10.8,10.4
202301010120,Tai Mei Tuk,14.5,13.7
202301010120,Tai Mo Shan,8.4 /
202301010120,Tai Po,14.0,13.3
202301010120,Tate's Cairn,11.5 /
202301010120,The Peak,13.0,12.7
202301010120,Tseung Kwan O,15.2,14.1
202301010120,Tsing Yi,16.4,16.0
202301010120,Tsuen Wan Ho Koon,13.8,13.0
202301010120,Tsuen Wan Shing Mun Valley,14.5,13.3
202301010120,Tuen Mun,14.7,14.1
202301010120,Waglan Island,15.8,15.3
202301010120,Wetland Park,12.8,11.9
202301010120,Wong Chuk Hang,16.2,15.4
202301010120,Wong Tai Sin,15.6,15.4
202301010120,Yuen Long Park,13.5,12.4
