Date time,Automatic Weather Station,Maximum Air Temperature Since Midnight(degree Celsius),Minimum Air Temperature Since Midnight(degree Celsius)
202301020120,Chek Lap Kok,18.3,17.4
202301020120,Cheung Chau,16.2,16.0
202301020120,Clear Water Bay,16.7,15.9
202301020120,Happy Valley,18.2,18.0
202301020120,HK Observatory,17.9,17.7
202301020120,HK Park,17.3,17.0
202301020120,Kai Tak Runway Park,17.9,17.6
202301020120,Kau Sai Chau,15.4,15.0
202301020120,King's Park,17.1,16.8
202301020120,Kowloon City,N/A /
202301020120,Kwun Tong,16.7,16.3
202301020120,Lau Fau Shan,15.9,15.7
202301020120,Ngong Ping,13.1,12.7
202301020120,Pak Tam Chung,14.4,14.1
202301020120,Peng Chau,16.9,16.8
202301020120,Sai Kung,16.7,16.1
202301020120,Sha Tin,16.4,16.2
202301020120,Sham Shui Po,16.7,16.6
202301020120,Shau Kei Wan,16.8,16.3
202301020120,Shek Kong,15.5,15.1
202301020120,Sheung Shui,15.9,15.7
202301020120,Stanley,17.3,16.8
202301020120,Ta Kwu Ling,14.6,14.3
202301020120,Tai Lung,14.8,14.6
202301020120,Tai Mei Tuk,15.6,15.2
202301020120,Tai Mo Shan,11.3,10.6
202301020120,Tai Po,14.9,14.7
202301020120,Tate's Cairn,12.8,12.5
202301020120,The Peak,14.6,14.2
202301020120,Tseung Kwan O,16.7,16.3
202301020120,Tsing Yi,18.3,18.0
202301020120,Tsuen Wan Ho Koon,15.7,15.4
202301020120,Tsuen Wan Shing Mun Valley,17.5,16.8
202301020120,Tuen Mun,16.8,16.1
202301020120,Waglan Island,16.6,16.2
202301020120,Wetland Park,16.4,15.8
202301020120,Wong Chuk Hang,18.1,17.9
202301020120,Wong Tai Sin,17.5,16.9
202301020120,Yuen Long Park,16.1,15.9
