Date time,Automatic Weather Station,Maximum Air Temperature Since Midnight(degree Celsius),Minimum Air Temperature Since Midnight(degree Celsius)
202301010100,Chek Lap Kok,16.1,15.6
202301010100,Cheung Chau,14.5,14.4
202301010100,Clear Water Bay,15.5,14.6
202301010100,Happy Valley,16.7,16.3
202301010100,HK Observatory,16.3,16.1
202301010100,HK Park,16.0,15.7
202301010100,Kai Tak Runway Park,16.5,16.0
202301010100,Kau Sai Chau,14.1,13.9
202301010100,King's Park,15.6,15.2
202301010100,Kowloon City,15.0,14.7
202301010100,Kwun Tong,15.8,15.1
202301010100,Lau Fau Shan,13.5,12.9
202301010100,Ngong Ping,10.4 /
202301010100,Pak Tam Chung,13.0,12.2
202301010100,Peng Chau,15.3,15.0
202301010100,Sai Kung,15.3,14.9
202301010100,Sha Tin,15.4,15.1
202301010100,Sham Shui Po,15.4,15.2
202301010100,Shau Kei Wan,15.6,15.0
202301010100,Shek Kong,11.8,11.3
202301010100,Sheung Shui,12.6,12.1
202301010100,Stanley,16.3,15.9
202301010100,Ta Kwu Ling,9.9 /
202301010100,Tai Lung,10.8,10.6
202301010100,Tai Mei Tuk,14.5,14.0
202301010100,Tai Mo Shan,8.4 /
202301010100,Tai Po,14.0,13.4
202301010100,Tate's Cairn,11.5,10.2
202301010100,The Peak,13.0,12.8
202301010100,Tseung Kwan O,15.2,14.2
202301010100,Tsing Yi,16.4,16.2
202301010100,Tsuen Wan Ho Koon,13.8,13.5
202301010100,Tsuen Wan Shing Mun Valley,14.5,13.8
202301010100,Tuen Mun,14.7,14.3
202301010100,Waglan Island,15.8,15.5
202301010100,Wetland Park,12.8,11.9
202301010100,Wong Chuk Hang,16.2,15.7
202301010100,Wong Tai Sin,15.6,15.4
202301010100,Yuen Long Park,13.5,12.7
