Date time,Automatic Weather Station,Maximum Air Temperature Since Midnight(degree Celsius),Minimum Air Temperature Since Midnight(degree Celsius)
202301020130,Chek Lap Kok,18.3,17.4
202301020130,Cheung Chau,16.2,16.0
202301020130,Clear Water Bay,16.7,15.9
202301020130,Happy Valley,18.2,18.0
202301020130,HK Observatory,17.9,17.7
202301020130,HK Park,17.3,17.0
202301020130,Kai Tak Runway Park,17.9,17.6
202301020130,Kau Sai Chau,15.4,15.0
202301020130,King's Park,17.1,16.8
202301020130,Kowloon City,N/A /
202301020130,Kwun Tong,16.7,16.3
202301020130,Lau Fau Shan,15.9,15.7
202301020130,Ngong Ping,13.1,12.7
202301020130,Pak Tam Chung,14.4,14.1
202301020130,Peng Chau,16.9,16.8
202301020130,Sai Kung,16.7,16.1
202301020130,Sha Tin,16.5,16.2
202301020130,Sham Shui Po,16.7,16.6
202301020130,Shau Kei Wan,16.8,16.3
202301020130,Shek Kong,15.5,15.1
202301020130,Sheung Shui,15.9,15.7
202301020130,Stanley,17.3,16.8
202301020130,Ta Kwu Ling,14.6,14.3
202301020130,Tai Lung,14.8,14.6
202301020130,Tai Mei Tuk,15.6,15.2
202301020130,Tai Mo Shan,11.6,10.6
202301020130,Tai Po,14.9,14.7
202301020130,Tate's Cairn,12.8,12.5
202301020130,The Peak,14.6,14.2
202301020130,Tseung Kwan O,16.7,16.3
202301020130,Tsing Yi,18.3,18.0
202301020130,Tsuen Wan Ho Koon,15.7,15.4
202301020130,Tsuen Wan Shing Mun Valley,17.5,16.8
202301020130,Tuen Mun,16.8,16.1
202301020130,Waglan Island,16.6,16.2
202301020130,Wetland Park,16.5,15.8
202301020130,Wong Chuk Hang,18.1,17.9
202301020130,Wong Tai Sin,17.5,16.9
202301020130,Yuen Long Park,16.1,15.9
